order,source_types,link_texts,input_url,final_url,title,bucket,screenshot_file,status,error
184,inline|sidebar,What is Organic Food?,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/organic-food-fact-vs-perception,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/organic-food-fact-vs-perception,What is Organic Food? | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/184__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-organic-food-fact-vs-perception.png,ok,
185,inline|sidebar,Whole Grains Infographic | Whole grains,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/whole-grains-infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/whole-grains-infographic,Whole Grains Infographic | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/185__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-whole-grains-infographic.png,ok,
186,inline|sidebar,Fish and Omega-3 Fatty Acids | Fish | omega-3 fatty acids,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats/fish-and-omega-3-fatty-acids,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats/fish-and-omega-3-fatty-acids,Fish and Omega-3 Fatty Acids | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/186__heart-org-en-healthy-living-healthy-eating-eat-smart-fats-fish-and-omega-3-fatty-acids.png,ok,
187,inline|sidebar,The Facts on Healthy Fats Infographic | The Facts on Fats Infographic | Healthy Fats | Not all fats are bad,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats/the-facts-on-fats,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats/the-facts-on-fats,The Facts on Fats Infographic | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/187__heart-org-en-healthy-living-healthy-eating-eat-smart-fats-the-facts-on-fats.png,ok,
188,sidebar,7 Salty Sodium Myths Busted Infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/7-salty-sodium-myths-busted-infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/7-salty-sodium-myths-busted-infographic,7 Salty Sodium Myths Busted Infographic | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/188__heart-org-en-healthy-living-healthy-eating-eat-smart-sodium-7-salty-sodium-myths-busted-infographic.png,ok,
189,sidebar,A Primer on Potassium,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/potassium,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/potassium,A Primer on Potassium | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/189__heart-org-en-healthy-living-healthy-eating-eat-smart-sodium-potassium.png,ok,
190,inline|sidebar,Salt (Sodium) Can be Sneaky Infographic | Sodium Can be Sneaky Infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/sodium-can-be-sneaky-infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/sodium-can-be-sneaky-infographic,Sodium Can be Sneaky Infographic | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/190__heart-org-en-healthy-living-healthy-eating-eat-smart-sodium-sodium-can-be-sneaky-infographic.png,ok,
191,sidebar,Sodium Myths and Facts for Kids Infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/sodium-myths-and-facts-for-kids-infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/sodium-myths-and-facts-for-kids-infographic,Sodium Myths and Facts for Kids Infographic | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/191__heart-org-en-healthy-living-healthy-eating-eat-smart-sodium-sodium-myths-and-facts-for-kids-infographic.png,ok,
192,inline|sidebar,Sodium Sources: Where Does All That Sodium Come From?,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/sodium-sources,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/sodium-sources,Sodium Sources: Where Does All That Sodium Come From? | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/192__heart-org-en-healthy-living-healthy-eating-eat-smart-sodium-sodium-sources.png,ok,
193,inline|sidebar,Change Your Salty Ways in 21 Days Infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/sodium-swap-change-your-salty-ways-in-21-days-infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/sodium-swap-change-your-salty-ways-in-21-days-infographic,Change Your Salty Ways in 21 Days Infographic | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/193__heart-org-en-healthy-living-healthy-eating-eat-smart-sodium-sodium-swap-change-your-salty-ways-in-21-days-infographic.png,ok,
194,inline|sidebar,Added Sugars | added sugars | Added sugars | added sugar,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar/added-sugars,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar/added-sugars,Added Sugars | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/194__heart-org-en-healthy-living-healthy-eating-eat-smart-sugar-added-sugars.png,ok,
195,inline|sidebar,Rethink Your Drink: How to Reduce Sugary Drinks | rethink your drink | sugary drinks,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar/rethink-your-drink-reducing-sugary-drinks-in-your-diet,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar/rethink-your-drink-reducing-sugary-drinks-in-your-diet,Rethink Your Drink: How to Reduce Sugary Drinks | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/195__heart-org-en-healthy-living-healthy-eating-eat-smart-sugar-rethink-your-drink-reducing-sugary-drinks-in-your-diet.png,ok,
196,inline|sidebar,Life is Sweet with these Easy Sugar Swaps Infographic | less added sugars | Life Is Sweet With These Easy Sugar Swaps Infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar/life-is-sweet-with-these-easy-sugar-swaps-infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar/life-is-sweet-with-these-easy-sugar-swaps-infographic,Life Is Sweet With These Easy Sugar Swaps Infographic | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/196__heart-org-en-healthy-living-healthy-eating-eat-smart-sugar-life-is-sweet-with-these-easy-sugar-swaps-infographic.png,ok,
197,inline|sidebar,Low-Calorie Sweeteners | sugar substitute,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar/low-calorie-sweeteners,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar/low-calorie-sweeteners,Non-Nutritive Sweeteners (Artificial Sweeteners) | American Heart Association | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/197__heart-org-en-healthy-living-healthy-eating-eat-smart-sugar-low-calorie-sweeteners.png,ok,
198,inline|sidebar,Sip Smarter Infographic | limit sugary drinks,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar/sip-smarter-infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar/sip-smarter-infographic,Sip Smarter Infographic | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/198__heart-org-en-healthy-living-healthy-eating-eat-smart-sugar-sip-smarter-infographic.png,ok,
199,inline|sidebar,Sugar 101 | sugar,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar/sugar-101,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar/sugar-101,Sugar 101 | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/199__heart-org-en-healthy-living-healthy-eating-eat-smart-sugar-sugar-101.png,ok,
200,inline|sidebar,Tips for Cutting Down on Sugar,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar/tips-for-cutting-down-on-sugar,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sugar/tips-for-cutting-down-on-sugar,Tips for Cutting Down on Sugar | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/200__heart-org-en-healthy-living-healthy-eating-eat-smart-sugar-tips-for-cutting-down-on-sugar.png,ok,
201,sidebar,10 formas de mejorar tu salud cardíaca,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/10-maneras-de-mejorar-tu-salud-cardiaca,https://www.heart.org/es/healthy-living/healthy-eating/eat-smart/nutrition-basics/aha-diet-and-lifestyle-recommendations,Recomendaciones sobre dieta y estilo de vida de la American Heart Association | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/201__heart-org-es-healthy-living-healthy-eating-eat-smart-nutrition-basics-aha-diet-and-lifestyle-recommendations.png,ok,
202,inline|sidebar,Coma Sabiamente a las Etiquetas de Informacion Nutricional,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/coma-sabiamente-a-las-etiquetas-de-informacion-nutricional,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/coma-sabiamente-a-las-etiquetas-de-informacion-nutricional,Coma Sabiamente a las Etiquetas de Informacion Nutricional | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/202__heart-org-en-healthy-living-healthy-eating-eat-smart-healthy-living-spanish-infographics-coma-sabiamente-a-las-etiquetas-de-informacion-nutric.png,ok,
203,inline|sidebar,Combata El Estres Con Habitos Saludables,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/combata-el-estres-con-habitos-saludables,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/combata-el-estres-con-habitos-saludables,Combata El Estres Con Habitos Saludables | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/203__heart-org-en-healthy-living-healthy-eating-eat-smart-healthy-living-spanish-infographics-combata-el-estres-con-habitos-saludables.png,ok,
204,sidebar,Compre de forma racional y ahorre,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/compre-de-forma-racional-y-ahorre,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/compre-de-forma-racional-y-ahorre,Compre de forma racional y ahorre | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/204__heart-org-en-healthy-living-healthy-eating-eat-smart-healthy-living-spanish-infographics-compre-de-forma-racional-y-ahorre.png,ok,
205,inline|sidebar,Cuanto es una Porcion | ¿Cuánto es una Porción?,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/cuanto-es-una-porcion,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/cuanto-es-una-porcion,Cuanto es una Porcion | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/205__heart-org-en-healthy-living-healthy-eating-eat-smart-healthy-living-spanish-infographics-cuanto-es-una-porcion.png,ok,
206,sidebar,Desmintiendo 7 mitos del sodio,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/desmintiendo-7-mitos-del-sodio,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/desmintiendo-7-mitos-del-sodio,Desmintiendo 7 mitos del sodio | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/206__heart-org-en-healthy-living-healthy-eating-eat-smart-healthy-living-spanish-infographics-desmintiendo-7-mitos-del-sodio.png,ok,
207,inline|sidebar,Elija su Propio Entrenamiento,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/elija-su-propio-entrenamiento,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/elija-su-propio-entrenamiento,Elija su Propio Entrenamiento | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/207__heart-org-en-healthy-living-healthy-eating-eat-smart-healthy-living-spanish-infographics-elija-su-propio-entrenamiento.png,ok,
208,inline|sidebar,¡La vida es dulce con estos fáciles sustitutos de azúcar! | La Vida es Dulce,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/la-vida-es-dulce,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/la-vida-es-dulce,¡La vida es dulce con estos fáciles sustitutos de azúcar! | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/208__heart-org-en-healthy-living-healthy-eating-eat-smart-healthy-living-spanish-infographics-la-vida-es-dulce.png,ok,
209,inline|sidebar,Cómo demasiado sodio afecta su salud | Los Efectos de Consumir Mucho Sodio a su Salud e Apariencia,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/los-efectos-de-consumir-mucho-sodio-a-su-salud-e-apariencia,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/los-efectos-de-consumir-mucho-sodio-a-su-salud-e-apariencia,Cómo demasiado sodio afecta su salud | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/209__heart-org-en-healthy-living-healthy-eating-eat-smart-healthy-living-spanish-infographics-los-efectos-de-consumir-mucho-sodio-a-su-salud-e-apar.png,ok,
210,inline|sidebar,¿Quiere comer bien?,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/quiere-comer-bien,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/quiere-comer-bien,¿Quiere comer bien? | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/210__heart-org-en-healthy-living-healthy-eating-eat-smart-healthy-living-spanish-infographics-quiere-comer-bien.png,ok,
211,sidebar,Sodio: Mitos y realidades para niños,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/sodio-mitos-y-realidades-para-ninos,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/sodio-mitos-y-realidades-para-ninos,Sodio: Mitos y realidades para niños | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/211__heart-org-en-healthy-living-healthy-eating-eat-smart-healthy-living-spanish-infographics-sodio-mitos-y-realidades-para-ninos.png,ok,
212,inline|sidebar,Sorbos Más Sanos,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/sorbos-mas-sanos,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/sorbos-mas-sanos,Sorbos Más Sanos | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/212__heart-org-en-healthy-living-healthy-eating-eat-smart-healthy-living-spanish-infographics-sorbos-mas-sanos.png,ok,
213,sidebar,Cooking Technique - Microwave Asparagus,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/cooking/techniques/cooking-technique---microwave-asparagus,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/cooking/techniques/cooking-technique---microwave-asparagus,Cooking Technique - Microwave Asparagus | American Heart Association | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/213__heart-org-en-healthy-living-healthy-eating-cooking-skills-cooking-techniques-cooking-technique-microwave-asparagus.png,ok,
214,sidebar,Cooking Technique: Perfect Muffins,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/cooking/techniques/cooking-technique-perfect-muffins,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/cooking/techniques/cooking-technique-perfect-muffins,Cooking Technique: Perfect Muffins | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/214__heart-org-en-healthy-living-healthy-eating-cooking-skills-cooking-techniques-cooking-technique-perfect-muffins.png,ok,
215,inline|sidebar,Food Safety - Safe Temperatures for Cooking Meat and Poultry,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/cooking/techniques/food-safety-safe-temperatures-for-cooking-meat-and-poultry,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/cooking/techniques/food-safety-safe-temperatures-for-cooking-meat-and-poultry,Food Safety - Safe Temperatures for Cooking Meat and Poultry | American Heart Association | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/215__heart-org-en-healthy-living-healthy-eating-cooking-skills-cooking-techniques-food-safety-safe-temperatures-for-cooking-meat-and-poultry.png,ok,
216,inline,How much protein should I eat in a serving? Infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/how-much-protein-should-i-eat-in-a-serving,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/how-much-protein-should-i-eat-in-a-serving,How much protein should I eat in a serving? Infographic | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/216__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-how-much-protein-should-i-eat-in-a-serving.png,ok,
217,inline,Porciones de Proteina,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/porciones-de-proteina,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/porciones-de-proteina,Porciones de Proteina | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/217__heart-org-en-healthy-living-healthy-eating-eat-smart-healthy-living-spanish-infographics-porciones-de-proteina.png,ok,
218,inline,Elimine los azúcares añadidos,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/elimine-los-azucares-anadidos,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/elimine-los-azucares-anadidos,Elimine los azúcares añadidos | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/218__heart-org-en-healthy-living-healthy-eating-eat-smart-healthy-living-spanish-infographics-elimine-los-azucares-anadidos.png,ok,
219,inline,¿Qué cantidad de actividad física es necesaria?,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/que-cantidad-de-actividad-fisica-es-necesaria-infografia,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/healthy-living-spanish-infographics/que-cantidad-de-actividad-fisica-es-necesaria-infografia,¿Qué cantidad de actividad física es necesaria? Infografía | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/219__heart-org-en-healthy-living-healthy-eating-eat-smart-healthy-living-spanish-infographics-que-cantidad-de-actividad-fisica-es-necesaria-infogra.png,ok,
220,inline|sidebar,cooking with peppers | Cooking With Peppers,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/cooking/vegetables/cooking-with-peppers,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/cooking/vegetables/cooking-with-peppers,Cooking With Peppers | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/220__heart-org-en-healthy-living-healthy-eating-cooking-skills-cooking-vegetables-cooking-with-peppers.png,ok,
221,sidebar,Save Money by Making Homemade Breadcrumbs,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/cooking/grains/save-money-by-making-homemade-breadcrumbs,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/cooking/grains/save-money-by-making-homemade-breadcrumbs,Save Money by Making Homemade Breadcrumbs | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/221__heart-org-en-healthy-living-healthy-eating-cooking-skills-cooking-grains-save-money-by-making-homemade-breadcrumbs.png,ok,
